Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Total_Amt_Chng_Q4_Q1,Total_Revolving_Bal,Credit_Limit,Months_on_book,Total_Relationship_Count,Avg_Utilization_Ratio,Contacts_Count_12_mon,Months_Inactive_12_mon,Dependent_count,Cluster,Attrition_Flag
4249,76,1.235,0.637,2157,2665.0,41,2,0.809,3,3,2,2,Existing Customer
5167,78,0.773,0.792,1780,2343.0,47,2,0.76,1,3,1,0,Existing Customer
4660,80,0.778,0.701,1879,2763.0,36,1,0.68,2,1,1,2,Existing Customer
4755,88,0.725,0.886,0,10503.0,45,2,0.0,3,2,0,5,Existing Customer
4980,78,0.857,0.826,2216,2780.0,36,1,0.797,3,3,2,2,Existing Customer
2313,37,0.321,0.717,2024,2234.0,34,2,0.906,2,2,2,2,Attrited Customer
2549,54,0.588,0.683,0,1649.0,30,2,0.0,2,2,1,3,Attrited Customer
2299,39,0.444,0.518,2246,5557.0,36,6,0.404,3,2,4,2,Attrited Customer
4504,90,0.765,0.782,0,6074.0,35,2,0.0,3,3,2,5,Existing Customer
2191,38,0.357,0.41,0,1728.0,21,5,0.0,2,2,3,3,Attrited Customer
4747,73,1.028,0.946,1973,3044.0,40,1,0.648,1,1,3,2,Existing Customer
4245,74,0.897,0.624,585,8482.0,28,1,0.069,1,3,1,5,Existing Customer
2549,56,0.75,0.748,0,1438.3,29,4,0.0,3,2,3,5,Attrited Customer
2387,51,0.5,0.544,0,3770.0,44,1,0.0,2,3,1,3,Attrited Customer
2919,47,0.382,0.902,0,2963.0,37,2,0.0,3,2,2,3,Attrited Customer
2532,48,0.548,0.772,487,11750.0,37,4,0.041,3,2,2,3,Attrited Customer
4853,78,0.592,0.61,0,1593.0,36,2,0.0,3,2,3,5,Existing Customer
4042,77,0.925,0.716,1544,10486.0,20,1,0.147,3,3,3,2,Existing Customer
2499,38,0.407,0.687,1323,2168.0,41,4,0.61,3,2,2,0,Attrited Customer
5015,90,0.915,0.84,1393,5666.0,28,2,0.246,3,3,2,2,Existing Customer
4060,61,1.346,0.908,0,13679.0,34,1,0.0,3,2,4,5,Existing Customer
4404,77,0.75,0.708,1479,2143.0,36,1,0.69,2,2,3,2,Existing Customer
4037,72,0.756,0.536,1779,4945.0,47,2,0.36,1,3,0,0,Existing Customer
4512,90,0.765,0.694,1334,1921.0,36,1,0.694,0,3,4,2,Existing Customer
4662,70,0.628,0.838,2055,3001.0,33,2,0.685,3,1,4,2,Existing Customer
4874,78,0.66,0.767,1084,2132.0,36,1,0.508,1,1,3,2,Existing Customer
2729,38,0.52,0.886,1012,1663.0,36,5,0.609,3,3,4,2,Attrited Customer
2479,43,0.536,0.683,0,1732.0,36,6,0.0,3,3,0,3,Attrited Customer
5329,83,0.729,0.766,2386,2652.0,36,1,0.9,1,3,4,2,Existing Customer
4379,67,0.811,0.787,1670,5037.0,22,1,0.332,3,2,4,2,Existing Customer
4505,71,0.732,0.739,2178,6519.0,45,2,0.334,3,2,1,0,Existing Customer
3977,83,0.886,0.621,1488,2347.0,36,1,0.634,3,1,1,2,Existing Customer
4480,86,0.87,0.786,1904,2061.0,21,2,0.924,3,2,1,2,Existing Customer
1754,39,0.56,0.6,0,1643.0,38,5,0.0,2,2,3,3,Attrited Customer
4770,74,0.947,0.875,2489,5039.0,36,1,0.494,2,3,1,2,Existing Customer
4272,70,0.75,0.927,2041,2915.0,42,1,0.7,3,1,3,2,Existing Customer
4698,87,0.851,0.723,0,1507.0,20,2,0.0,2,2,1,5,Existing Customer
4858,77,0.974,0.841,2517,3073.0,36,1,0.819,3,3,1,2,Existing Customer
5028,80,0.702,0.531,1349,8314.0,32,2,0.162,3,3,3,5,Existing Customer
5758,87,0.706,0.89,1049,2798.0,34,1,0.375,1,3,3,2,Existing Customer
4001,76,0.689,0.523,1652,20929.0,26,2,0.079,3,2,4,4,Existing Customer
4874,79,0.837,0.691,894,1754.0,34,2,0.51,3,3,2,2,Existing Customer
5938,83,0.694,0.856,0,4209.0,45,1,0.0,1,1,2,5,Existing Customer
5497,88,0.63,0.706,0,2449.0,37,1,0.0,2,3,3,5,Existing Customer
2476,49,0.75,0.717,0,4618.0,30,2,0.0,3,3,3,3,Attrited Customer
4596,82,0.822,0.65,1093,1654.0,36,2,0.661,2,1,2,2,Existing Customer
4215,53,1.12,0.786,999,1544.0,36,1,0.647,3,3,4,2,Existing Customer
4228,63,0.465,0.578,972,3618.0,54,1,0.269,1,2,1,0,Existing Customer
5110,76,0.854,0.851,1064,3437.0,24,1,0.31,3,2,3,2,Existing Customer
4637,91,0.655,0.728,622,5965.0,46,2,0.104,2,3,2,5,Existing Customer
4815,83,0.804,0.721,1517,2644.0,33,2,0.574,1,3,2,2,Existing Customer
4556,81,0.473,0.692,603,3481.0,49,2,0.173,1,2,1,5,Existing Customer
4444,83,0.627,0.417,2085,3272.0,36,1,0.637,2,3,5,2,Existing Customer
4509,71,0.732,0.718,1462,3019.0,36,1,0.484,2,2,0,0,Existing Customer
5047,79,0.756,0.516,0,1801.0,41,2,0.0,2,1,3,5,Existing Customer
2641,40,0.6,0.781,0,1438.3,18,6,0.0,4,1,0,3,Attrited Customer
4230,68,0.659,0.729,1201,2909.0,31,2,0.413,2,2,1,2,Existing Customer
5248,89,0.745,0.593,0,4688.0,36,1,0.0,3,3,4,5,Existing Customer
3948,84,0.68,0.587,0,1438.3,26,1,0.0,2,1,2,5,Existing Customer
4624,73,0.587,0.677,0,1438.3,42,1,0.0,3,3,2,5,Existing Customer
2156,37,0.194,0.496,0,1655.0,36,6,0.0,2,2,4,3,Attrited Customer
4669,83,0.729,1.0,601,1438.3,30,1,0.418,1,1,4,2,Existing Customer
4705,78,0.902,0.965,1157,4745.0,32,2,0.244,1,1,3,5,Existing Customer
4866,65,0.625,0.765,0,1438.3,36,2,0.0,1,1,2,5,Existing Customer
5012,85,0.809,0.869,2500,5182.0,37,1,0.482,3,4,2,2,Existing Customer
1757,44,0.467,0.35,0,1438.3,37,1,0.0,4,2,3,3,Attrited Customer
4874,82,0.708,0.807,0,4287.0,36,2,0.0,2,3,2,5,Existing Customer
2921,44,0.692,0.735,1798,1812.0,49,2,0.992,3,4,2,0,Attrited Customer
4505,85,1.179,0.772,1144,2304.0,46,2,0.497,1,1,3,2,Existing Customer
4534,83,0.886,0.594,1432,13623.0,46,1,0.105,3,3,0,0,Existing Customer
4010,59,0.513,0.465,0,2765.0,44,1,0.0,1,1,2,5,Existing Customer
4667,88,0.725,0.915,1903,3731.0,42,1,0.51,3,1,5,2,Existing Customer
4728,81,0.761,0.566,861,2485.0,41,1,0.346,2,3,3,5,Existing Customer
4310,75,0.875,0.598,1763,2446.0,36,1,0.721,1,3,4,2,Existing Customer
2621,45,0.552,0.716,0,2020.0,28,5,0.0,3,2,4,3,Attrited Customer
5084,82,0.745,0.567,1025,2214.0,42,2,0.463,1,2,3,2,Existing Customer
4882,80,1.162,0.585,787,1811.0,34,1,0.435,1,2,3,2,Existing Customer
4546,89,0.712,0.651,0,5254.0,43,1,0.0,1,3,2,5,Existing Customer
2824,43,0.387,0.827,1486,1821.0,26,1,0.816,3,2,2,2,Attrited Customer
4983,78,0.733,0.75,0,3024.0,36,1,0.0,3,3,4,5,Existing Customer
3862,80,0.818,0.67,952,1930.0,36,1,0.493,3,3,3,2,Existing Customer
4981,82,0.864,0.622,556,1517.0,48,1,0.367,2,3,2,5,Existing Customer
2870,36,0.5,0.801,0,2024.0,25,2,0.0,1,2,1,3,Attrited Customer
2028,43,0.303,0.482,0,19138.0,38,4,0.0,2,2,5,3,Attrited Customer
4059,80,0.778,0.767,897,16835.0,51,2,0.053,1,3,1,5,Existing Customer
2412,38,0.52,0.703,0,5549.0,55,4,0.0,3,1,0,3,Attrited Customer
2465,42,0.355,0.577,0,2145.0,36,2,0.0,3,3,3,3,Attrited Customer
4277,71,0.69,0.81,1349,4654.0,36,1,0.29,2,3,3,2,Existing Customer
2740,52,0.625,0.654,0,9114.0,36,2,0.0,3,3,3,3,Attrited Customer
4833,85,0.667,0.735,2054,3043.0,18,2,0.675,3,2,1,2,Existing Customer
4952,82,0.745,0.917,913,4621.0,45,2,0.198,2,2,2,5,Existing Customer
4244,96,0.778,0.58,461,2758.0,28,2,0.167,1,2,4,5,Existing Customer
4751,93,0.86,0.811,0,1740.0,36,1,0.0,3,2,0,5,Existing Customer
4572,60,0.935,0.942,1804,7744.0,36,1,0.233,2,2,4,2,Existing Customer
4906,89,0.561,0.781,1335,3350.0,36,1,0.399,2,2,2,2,Existing Customer
3699,64,0.488,0.706,1427,34516.0,31,1,0.041,3,1,5,4,Existing Customer
4779,86,0.792,0.718,2201,2874.0,36,2,0.766,3,1,1,2,Existing Customer
4614,83,0.694,0.728,2100,2896.0,27,1,0.725,2,1,3,2,Existing Customer
4531,73,0.738,1.026,1764,9294.0,28,1,0.19,3,1,3,2,Existing Customer
3415,84,0.556,0.533,727,9389.0,39,1,0.077,2,2,2,5,Existing Customer
4121,81,0.723,0.765,847,9317.0,30,2,0.091,3,3,3,5,Existing Customer
3339,51,0.962,0.6,1656,7452.0,20,2,0.222,3,1,1,2,Existing Customer
2216,44,0.833,0.583,0,1817.0,36,2,0.0,2,3,3,3,Attrited Customer
4431,68,0.581,0.699,1952,10021.0,51,2,0.195,1,2,3,0,Existing Customer
3889,80,0.86,0.619,1081,2344.0,36,1,0.461,1,2,3,2,Existing Customer
4540,78,0.857,0.754,1734,3072.0,34,2,0.564,1,3,2,2,Existing Customer
4643,87,0.812,0.564,1430,1946.0,36,2,0.735,1,3,3,2,Existing Customer
2253,48,0.455,0.624,0,1471.0,42,1,0.0,3,5,1,3,Attrited Customer
2418,48,0.778,0.663,0,1438.3,36,2,0.0,3,3,2,3,Attrited Customer
1664,39,0.5,0.2,0,1484.0,28,5,0.0,4,2,4,3,Attrited Customer
1339,32,0.0,0.0,2517,3233.0,36,2,0.779,5,2,3,3,Attrited Customer
4562,67,0.634,0.701,1168,1745.0,43,1,0.669,1,3,2,2,Existing Customer
5557,82,1.0,0.824,1197,3709.0,53,1,0.323,1,3,1,0,Existing Customer
4518,93,0.788,0.858,2057,2160.0,43,2,0.952,3,1,2,2,Existing Customer
4426,88,0.66,0.79,892,1438.3,36,1,0.62,3,2,5,2,Existing Customer
4153,77,0.925,0.551,1423,2638.0,44,1,0.539,1,2,4,2,Existing Customer
4493,79,0.881,0.64,1433,10214.0,50,1,0.14,3,1,2,0,Existing Customer
4803,83,0.804,0.812,0,3240.0,36,2,0.0,3,1,3,5,Existing Customer
4784,70,0.75,0.809,1099,2038.0,47,1,0.539,3,3,5,2,Existing Customer
5104,75,0.63,0.57,0,1438.3,36,2,0.0,1,2,1,5,Existing Customer
1985,38,0.407,0.609,1030,1438.3,34,5,0.716,5,3,3,3,Attrited Customer
3719,69,0.643,0.999,2051,8111.0,52,2,0.253,1,3,3,0,Existing Customer
4939,71,0.972,0.645,970,10730.0,41,1,0.09,1,3,0,5,Existing Customer
2629,41,0.64,0.869,357,2872.0,36,2,0.124,1,3,3,5,Attrited Customer
2138,41,0.577,0.424,0,1567.0,31,4,0.0,2,3,4,3,Attrited Customer
2120,43,0.593,0.618,0,7278.0,32,6,0.0,2,3,3,3,Attrited Customer
5025,85,0.735,0.729,0,1438.3,29,2,0.0,3,2,2,5,Existing Customer
4220,66,0.61,0.622,1959,3190.0,20,2,0.614,2,2,1,2,Existing Customer
2383,39,0.444,0.543,458,1470.0,36,2,0.312,2,3,1,3,Attrited Customer
4317,72,0.714,0.572,2517,3081.0,36,1,0.817,1,4,2,2,Existing Customer
2577,57,0.629,0.512,2517,3793.0,36,1,0.664,6,2,2,2,Attrited Customer
4349,90,0.731,0.642,2033,3034.0,44,1,0.67,3,2,2,2,Existing Customer
4938,70,0.892,0.673,1044,5245.0,27,2,0.199,2,1,2,5,Existing Customer
4918,63,0.75,0.962,0,2960.0,40,1,0.0,3,2,1,5,Existing Customer
2660,41,0.323,0.856,0,1779.0,38,2,0.0,1,2,4,3,Attrited Customer
4570,82,0.952,0.73,0,1620.0,34,2,0.0,1,3,4,5,Existing Customer
4410,86,0.72,0.605,1587,21680.0,43,1,0.073,1,2,3,4,Existing Customer
2907,60,0.875,0.82,0,2952.0,36,2,0.0,4,3,3,5,Attrited Customer
2115,42,0.448,0.47,2517,3918.0,36,6,0.642,2,3,2,0,Attrited Customer
3332,64,0.882,0.71,0,12764.0,41,1,0.0,3,1,1,5,Existing Customer
4769,84,0.826,0.734,0,1438.3,36,2,0.0,0,2,1,5,Existing Customer
4148,83,0.66,0.586,2517,3287.0,39,1,0.766,3,1,3,2,Existing Customer
5131,86,0.72,0.755,1015,3891.0,36,2,0.261,2,1,5,2,Existing Customer
2227,41,0.464,0.601,0,4048.0,43,4,0.0,3,3,4,3,Attrited Customer
4498,94,0.649,0.585,0,3559.0,40,2,0.0,1,1,2,5,Existing Customer
3738,77,0.604,0.624,1752,2843.0,39,2,0.616,1,1,3,2,Existing Customer
4401,65,0.667,0.735,0,2127.0,47,1,0.0,2,1,2,5,Existing Customer
4588,77,0.791,0.796,2418,4325.0,32,2,0.559,2,1,2,2,Existing Customer
2055,46,0.314,0.453,0,1695.0,34,1,0.0,2,3,4,3,Attrited Customer
4926,89,0.816,0.94,1539,2648.0,32,1,0.581,3,2,3,2,Existing Customer
4838,85,0.735,0.704,1441,2602.0,45,2,0.554,3,2,2,0,Existing Customer
4934,70,0.628,0.835,0,1811.0,23,1,0.0,2,3,4,5,Existing Customer
5255,77,0.833,0.636,1134,1891.0,46,1,0.6,2,2,3,2,Existing Customer
2450,49,0.531,0.629,2450,2881.0,36,2,0.85,3,3,4,2,Attrited Customer
3891,81,1.025,0.739,1896,2827.0,28,2,0.671,2,2,4,2,Existing Customer
4175,77,1.026,0.57,2517,4095.0,38,1,0.615,2,3,3,2,Existing Customer
2312,35,0.25,0.713,0,1666.0,36,1,0.0,3,2,2,3,Attrited Customer
4511,76,0.767,0.665,0,1438.3,36,2,0.0,2,3,1,5,Existing Customer
4904,82,0.673,0.929,1313,2205.0,42,1,0.595,2,2,2,2,Existing Customer
4377,84,0.867,0.657,2150,2890.0,29,1,0.744,2,1,3,2,Existing Customer
4871,75,1.027,1.122,2290,10417.0,36,1,0.22,3,1,1,2,Existing Customer
4984,85,0.667,0.795,1876,2363.0,43,2,0.794,2,1,2,2,Existing Customer
1618,34,0.097,0.304,860,3137.0,36,4,0.274,3,2,2,3,Attrited Customer
2520,40,0.429,0.707,0,1483.0,44,5,0.0,3,3,4,3,Attrited Customer
5329,82,0.745,0.735,2517,3009.0,22,2,0.836,3,2,0,2,Existing Customer
4682,77,0.711,0.765,2517,5087.0,36,1,0.495,1,2,1,2,Existing Customer
4343,66,0.737,0.518,1202,1925.0,36,1,0.624,1,3,4,2,Existing Customer
5051,83,0.66,0.703,2055,7234.0,46,2,0.284,2,1,3,2,Existing Customer
4304,81,0.761,0.868,953,2063.0,42,1,0.462,2,1,3,2,Existing Customer
5270,78,1.0,0.859,1233,5530.0,39,4,0.223,2,3,0,0,Existing Customer
4533,68,0.889,0.809,1882,3819.0,48,4,0.493,1,3,1,0,Existing Customer
4251,76,0.767,0.623,1127,2645.0,55,2,0.426,3,2,0,0,Existing Customer
4443,75,1.083,1.011,0,5448.0,39,4,0.0,2,3,1,5,Existing Customer
4466,85,0.889,0.563,1427,3495.0,42,4,0.408,2,2,2,2,Existing Customer
4347,66,0.535,0.528,0,8074.0,36,3,0.0,1,1,2,5,Existing Customer
2618,52,0.576,0.896,0,7772.0,36,3,0.0,4,3,3,3,Attrited Customer
4986,79,0.795,0.879,0,3124.0,30,6,0.0,1,1,2,5,Existing Customer
2361,41,0.464,0.426,0,8688.0,50,3,0.0,3,6,1,3,Attrited Customer
4146,69,0.533,0.658,0,15987.0,30,4,0.0,2,3,3,5,Existing Customer
2315,43,0.303,0.494,897,15109.0,37,6,0.059,1,2,2,3,Attrited Customer
4026,53,0.828,0.68,2039,4953.0,36,2,0.412,3,2,3,2,Existing Customer
5002,60,0.5,0.463,1333,22304.0,38,6,0.06,3,3,3,4,Existing Customer
5176,91,0.784,0.691,0,1893.0,20,5,0.0,3,3,1,5,Existing Customer
4185,80,0.778,0.557,1163,2232.0,30,2,0.521,1,2,1,2,Existing Customer
4643,76,0.617,0.769,0,1766.0,48,1,0.0,3,5,1,3,Existing Customer
4455,85,0.604,0.597,1149,3790.0,44,2,0.303,1,1,0,0,Existing Customer
4069,66,0.737,0.682,1429,6392.0,23,1,0.224,3,2,3,2,Existing Customer
2053,49,0.485,0.52,568,9989.0,42,1,0.057,4,4,0,3,Attrited Customer
2264,37,0.423,0.859,0,1438.3,44,2,0.0,4,4,1,3,Attrited Customer
4117,69,0.643,0.57,1514,2559.0,43,2,0.592,1,3,1,0,Existing Customer
4826,70,0.667,0.615,1198,34516.0,39,1,0.035,3,2,3,4,Existing Customer
4897,96,0.778,0.824,0,1438.3,32,2,0.0,1,2,1,5,Existing Customer
4203,73,0.872,0.648,1675,2473.0,36,1,0.677,3,2,3,2,Existing Customer
3776,84,0.826,0.579,1680,4022.0,28,2,0.418,1,3,4,2,Existing Customer
4833,77,0.75,0.717,941,3510.0,36,1,0.268,3,2,1,5,Existing Customer
2447,47,0.621,0.845,1900,2347.0,36,4,0.81,3,3,3,2,Attrited Customer
2509,47,0.424,0.621,0,1632.0,39,1,0.0,4,3,3,3,Attrited Customer
2241,36,0.8,0.482,0,1522.0,36,4,0.0,4,2,3,3,Attrited Customer
3805,79,0.795,0.664,1528,2085.0,25,2,0.733,1,1,3,2,Existing Customer
4575,78,0.592,0.565,1448,3803.0,47,1,0.381,1,1,1,0,Existing Customer
2751,49,1.042,0.748,2517,3165.0,38,2,0.795,3,2,3,2,Attrited Customer
4226,92,0.736,0.611,2327,4628.0,46,2,0.503,2,3,1,0,Existing Customer
4758,81,0.723,0.55,1981,2253.0,36,2,0.879,2,2,1,2,Existing Customer
2386,49,0.485,0.751,2283,2655.0,38,1,0.86,3,2,3,2,Attrited Customer
4765,76,0.767,0.828,1525,20882.0,45,1,0.073,2,3,0,4,Existing Customer
4772,76,0.9,0.814,706,3306.0,31,1,0.214,3,1,2,5,Existing Customer
4289,72,0.674,0.77,0,2052.0,37,2,0.0,2,1,3,5,Existing Customer
4070,76,0.49,0.668,1339,8480.0,26,1,0.158,3,2,3,3,Existing Customer
4428,80,0.778,1.06,1342,2081.0,37,2,0.645,2,3,2,2,Existing Customer
4583,86,0.911,0.709,0,4637.0,42,2,0.0,3,1,1,5,Existing Customer
4722,81,0.841,0.895,0,1438.3,42,2,0.0,1,5,3,5,Existing Customer
4267,75,0.596,0.843,1405,3420.0,33,1,0.411,2,3,2,2,Existing Customer
4614,70,1.0,0.783,1109,3416.0,19,2,0.325,2,1,0,2,Existing Customer
4531,88,0.833,0.7,1043,2171.0,36,2,0.48,1,1,4,2,Existing Customer
5440,83,0.66,0.672,1550,2791.0,46,2,0.555,2,2,3,2,Existing Customer
5373,87,0.776,0.84,1080,4445.0,17,1,0.243,1,2,0,5,Existing Customer
5138,84,0.68,0.642,0,1530.0,38,2,0.0,2,2,3,5,Existing Customer
5014,84,0.909,0.885,0,1438.3,36,2,0.0,1,1,3,5,Existing Customer
4188,79,0.881,0.57,0,5721.0,44,1,0.0,3,1,4,5,Existing Customer
4314,81,0.976,0.9,1172,3809.0,29,2,0.308,0,1,2,2,Existing Customer
3630,78,0.696,0.539,2149,3520.0,40,1,0.611,3,3,3,2,Existing Customer
2264,47,0.516,0.644,0,1604.0,33,1,0.0,3,3,2,3,Attrited Customer
2532,43,0.483,0.721,351,1632.0,46,6,0.215,3,4,1,3,Attrited Customer
4242,64,0.73,0.636,1683,3914.0,41,1,0.43,2,3,5,2,Existing Customer
4373,89,0.935,0.599,1953,2328.0,27,1,0.839,3,2,3,2,Existing Customer
2051,41,1.05,0.434,2517,34516.0,34,1,0.073,3,3,4,4,Existing Customer
4667,90,0.8,0.951,847,3883.0,36,2,0.218,3,2,5,5,Existing Customer
2488,44,0.692,0.786,819,1438.3,39,5,0.569,3,3,4,2,Attrited Customer
4526,95,0.638,0.622,2517,3229.0,41,1,0.779,3,4,3,2,Existing Customer
5097,77,0.833,0.973,1776,3080.0,32,2,0.577,3,1,2,2,Existing Customer
4126,56,0.931,1.009,1288,2569.0,33,2,0.501,2,1,2,2,Existing Customer
4686,81,0.761,0.625,2238,4517.0,36,1,0.495,3,1,1,2,Existing Customer
2595,31,0.409,0.568,0,2292.0,36,2,0.0,3,2,4,3,Attrited Customer
4943,70,0.489,1.043,1928,2510.0,42,2,0.768,3,3,3,2,Existing Customer
2478,43,0.433,0.818,191,2420.0,33,1,0.079,4,3,3,3,Attrited Customer
2752,43,0.433,0.882,0,2703.0,16,2,0.0,2,1,2,3,Attrited Customer
4961,85,0.635,0.842,2139,3047.0,36,2,0.702,1,3,3,2,Existing Customer
2599,61,0.848,0.709,965,7570.0,47,5,0.127,5,6,1,0,Attrited Customer
5674,78,0.857,0.86,924,5795.0,27,1,0.159,1,2,3,5,Existing Customer
4894,84,0.826,0.563,642,1441.0,34,2,0.446,3,1,2,2,Existing Customer
5119,83,0.766,0.678,1817,2999.0,36,2,0.606,2,3,3,2,Existing Customer
5066,76,0.9,0.842,1309,1438.3,32,1,0.91,2,1,2,2,Existing Customer
4445,78,0.773,0.926,0,1438.3,28,2,0.0,3,3,2,5,Existing Customer
2811,52,0.3,0.526,0,4762.0,36,2,0.0,3,3,3,3,Attrited Customer
4821,66,0.65,0.532,1701,4802.0,30,2,0.354,2,2,3,2,Existing Customer
5016,88,0.66,0.717,651,2268.0,39,2,0.287,1,3,4,5,Existing Customer
4425,81,1.077,0.747,468,1438.3,36,2,0.325,1,1,1,5,Existing Customer
4727,76,0.949,0.915,1375,8204.0,44,2,0.168,2,1,2,5,Existing Customer
4207,86,0.792,0.563,0,1827.0,21,2,0.0,2,3,4,5,Existing Customer
4317,83,0.886,0.678,1594,4072.0,38,1,0.391,2,3,3,2,Existing Customer
4794,73,0.921,1.05,0,1984.0,25,2,0.0,3,1,1,5,Existing Customer
4775,78,0.66,0.792,0,8086.0,43,2,0.0,1,1,2,5,Existing Customer
4660,68,0.619,0.615,1506,1588.0,36,2,0.948,2,2,2,2,Existing Customer
4643,89,0.745,0.913,0,1536.0,27,2,0.0,2,3,2,5,Existing Customer
5473,79,0.756,0.916,0,4460.0,36,2,0.0,2,3,1,5,Existing Customer
5157,72,0.946,0.672,1513,11287.0,38,2,0.134,3,2,5,2,Existing Customer
2639,46,0.643,0.869,2517,3430.0,41,2,0.734,3,3,3,2,Attrited Customer
4351,81,0.688,0.61,1345,1759.0,38,1,0.765,2,3,3,2,Existing Customer
2718,44,0.63,0.903,0,6314.0,28,4,0.0,3,2,3,5,Attrited Customer
5063,83,0.93,0.665,1493,7176.0,48,1,0.208,2,1,3,5,Existing Customer
2140,40,0.429,0.376,0,2295.0,47,1,0.0,3,4,2,3,Attrited Customer
2389,49,0.361,0.713,0,1438.3,38,2,0.0,5,3,5,3,Attrited Customer
5199,73,0.738,0.762,1802,1843.0,29,1,0.978,2,3,4,2,Existing Customer
4997,89,0.712,0.758,1218,2181.0,31,2,0.558,1,3,3,2,Existing Customer
2607,41,0.367,0.618,0,4754.0,36,4,0.0,5,3,2,3,Attrited Customer
4894,85,0.977,0.63,0,11247.0,36,2,0.0,2,2,0,5,Existing Customer
3761,58,0.657,0.623,865,16258.0,47,2,0.053,1,3,2,4,Existing Customer
3863,69,0.643,0.569,1316,34516.0,37,1,0.038,1,1,3,4,Existing Customer
3607,75,0.471,0.55,1729,4255.0,36,1,0.406,3,2,1,0,Existing Customer
5045,82,0.745,0.707,0,1438.3,42,2,0.0,2,3,4,5,Existing Customer
4750,89,0.978,0.7,2214,3029.0,53,1,0.731,2,3,3,2,Existing Customer
4378,86,0.654,0.743,1306,9091.0,45,2,0.144,3,2,4,5,Existing Customer
4905,80,0.739,0.883,2349,3318.0,44,1,0.708,1,2,2,2,Existing Customer
2771,36,0.5,0.735,0,1791.0,39,6,0.0,3,3,2,3,Attrited Customer
4387,91,0.655,0.675,771,1620.0,35,1,0.476,2,3,3,2,Existing Customer
4731,71,0.651,0.762,0,1552.0,46,1,0.0,1,5,1,5,Existing Customer
4520,84,0.68,0.75,2517,3472.0,41,1,0.725,3,2,1,0,Existing Customer
4892,94,0.593,0.802,1466,10973.0,36,2,0.134,3,2,4,5,Existing Customer
4302,63,0.5,0.757,1083,25645.0,32,2,0.042,1,3,2,4,Existing Customer
2828,50,1.083,0.703,2517,4257.0,51,1,0.591,4,4,1,0,Attrited Customer
4486,74,0.682,0.506,0,3422.0,29,2,0.0,3,3,1,5,Existing Customer
4182,85,0.848,0.652,1411,4977.0,35,1,0.284,3,1,1,2,Existing Customer
4528,86,0.686,0.761,0,1438.3,22,2,0.0,2,3,3,5,Existing Customer
4386,64,0.778,1.155,801,1438.3,32,2,0.557,1,2,0,2,Existing Customer
4501,96,0.714,0.446,756,3369.0,26,2,0.224,1,3,1,5,Existing Customer
4758,81,0.5,0.699,1637,7114.0,40,1,0.23,0,3,3,2,Existing Customer
4401,73,0.698,0.697,0,10972.0,29,2,0.0,3,2,1,5,Existing Customer
4462,77,0.638,0.712,0,1438.3,32,2,0.0,1,1,3,5,Existing Customer
4610,78,0.773,0.86,1461,2446.0,38,1,0.597,3,2,5,2,Existing Customer
2661,35,0.296,0.825,0,3439.0,39,2,0.0,3,3,5,3,Attrited Customer
4586,72,0.756,0.88,1660,3005.0,36,2,0.552,1,1,3,2,Existing Customer
4360,95,0.696,0.717,841,2033.0,30,1,0.414,2,3,5,2,Existing Customer
5063,78,0.733,0.964,1643,2415.0,39,2,0.68,2,3,4,2,Existing Customer
2137,45,0.552,0.588,0,5051.0,27,2,0.0,3,2,4,3,Attrited Customer
3552,68,0.619,0.506,1336,3519.0,32,2,0.38,3,1,4,2,Existing Customer
4258,68,0.838,0.51,0,10254.0,13,2,0.0,1,1,0,5,Existing Customer
5331,79,0.612,0.925,1314,1853.0,36,2,0.709,3,1,3,2,Existing Customer
3722,69,0.725,0.537,0,28673.0,43,2,0.0,2,3,1,4,Existing Customer
2472,40,0.429,0.736,0,1895.0,36,2,0.0,3,3,1,3,Attrited Customer
3588,63,0.432,0.563,1158,2041.0,43,1,0.567,2,2,2,0,Existing Customer
5013,81,1.025,0.74,0,1438.3,34,2,0.0,1,2,2,5,Existing Customer
4148,54,0.862,0.745,985,1572.0,36,1,0.627,2,3,1,2,Existing Customer
5111,90,0.667,0.77,1937,3187.0,38,2,0.608,1,3,4,2,Existing Customer
4636,91,0.82,0.701,2421,7427.0,52,2,0.326,1,1,1,0,Existing Customer
4265,63,0.615,0.682,0,1460.0,42,2,0.0,2,1,4,5,Existing Customer
5472,70,0.591,0.559,0,25410.0,47,1,0.0,3,3,3,4,Existing Customer
4684,82,0.907,0.49,1194,2143.0,38,1,0.557,2,1,0,0,Existing Customer
4195,89,0.854,0.807,1484,8566.0,35,2,0.173,3,3,3,5,Existing Customer
5200,89,0.679,0.751,0,1438.3,30,1,0.0,0,2,3,5,Existing Customer
4783,91,0.685,0.861,0,3297.0,40,1,0.0,3,3,0,5,Existing Customer
4817,87,0.776,0.742,2517,2816.0,36,1,0.894,1,3,2,2,Existing Customer
2585,48,0.714,0.823,330,10533.0,49,5,0.031,4,5,4,3,Attrited Customer
2164,45,0.607,0.562,1166,2370.0,48,6,0.492,3,6,1,0,Attrited Customer
2475,61,0.694,0.676,0,1678.0,31,1,0.0,4,3,3,3,Attrited Customer
2516,63,0.575,0.721,0,1493.0,29,4,0.0,3,2,1,5,Attrited Customer
4647,86,0.911,0.873,1272,2350.0,32,2,0.541,3,2,4,2,Existing Customer
